ra,fase,idade,ano_ingresso,iaa,ieg,ips,ida,ipv,ian,defasagem,inde,ano,fase_num,anos_na_pm,risco_defasagem_atual,gap_iaa_ida,gap_ieg_ida,media_indicadores,indicadores_baixos_qtd,fase_grupo,risco_proximo_ano,ano_origem
RA-250,3,12.0,2022,8.3,8.6,7.5,12.0,7.625,10.0,0,7.958,2022,3.0,0.0,0.0,-3.6999999999999993,-3.4000000000000004,9.004166666666666,0,3,0,2022
RA-251,3,15.0,2018,10.0,8.1,5.6,15.0,6.625,5.0,-2,7.022,2022,3.0,4.0,1.0,-5.0,-6.9,8.387500000000001,2,3,1,2022
RA-254,3,14.0,2019,10.0,7.4,5.6,14.0,6.917,5.0,-1,6.715,2022,3.0,3.0,1.0,-4.0,-6.6,8.152833333333334,2,3,1,2022
RA-260,3,13.0,2019,10.0,8.2,7.5,13.0,6.458,10.0,0,7.44,2022,3.0,3.0,0.0,-3.0,-4.800000000000001,9.193,0,3,0,2022
RA-262,3,15.0,2021,0.0,5.8,5.6,15.0,5.625,5.0,-2,4.786,2022,3.0,1.0,1.0,-15.0,-9.2,6.170833333333333,5,3,1,2022
RA-265,3,13.0,2019,8.3,7.7,7.5,13.0,7.917,10.0,0,7.926,2022,3.0,3.0,0.0,-4.699999999999999,-5.3,9.0695,0,3,0,2022
RA-267,3,15.0,2016,10.0,7.4,5.0,15.0,6.292,5.0,-2,6.012,2022,3.0,6.0,1.0,-5.0,-7.6,8.115333333333334,2,3,1,2022
RA-269,3,13.0,2022,9.2,8.6,6.3,13.0,7.25,10.0,0,8.231,2022,3.0,0.0,0.0,-3.8000000000000007,-4.4,9.058333333333332,0,3,0,2022
RA-270,3,13.0,2019,8.3,8.4,6.9,13.0,8.125,10.0,0,8.226,2022,3.0,3.0,0.0,-4.699999999999999,-4.6,9.120833333333334,0,3,0,2022
RA-271,3,15.0,2022,9.2,8.5,5.6,15.0,6.958,5.0,-2,7.255,2022,3.0,0.0,1.0,-5.800000000000001,-6.5,8.376333333333333,2,3,1,2022
RA-273,3,14.0,2018,9.2,5.3,7.5,14.0,5.833,5.0,-1,5.679,2022,3.0,4.0,1.0,-4.800000000000001,-8.7,7.805499999999999,3,3,1,2022
RA-274,3,11.0,2019,7.9,8.3,7.5,11.0,7.0,10.0,1,7.946,2022,3.0,3.0,0.0,-3.0999999999999996,-2.6999999999999993,8.616666666666667,0,3,0,2022
RA-276,3,14.0,2017,7.1,5.7,5.6,14.0,5.125,5.0,-1,5.527,2022,3.0,5.0,1.0,-6.9,-8.3,7.0874999999999995,4,3,0,2022
RA-277,3,14.0,2021,7.1,8.8,7.5,14.0,7.208,5.0,-1,7.411,2022,3.0,1.0,1.0,-6.9,-5.199999999999999,8.267999999999999,1,3,1,2022
RA-278,3,12.0,2018,8.8,9.2,5.6,12.0,7.417,10.0,0,7.741,2022,3.0,4.0,0.0,-3.1999999999999993,-2.8000000000000007,8.836166666666667,1,3,0,2022
RA-279,3,13.0,2019,9.2,9.9,6.3,13.0,8.208,10.0,0,8.815,2022,3.0,3.0,0.0,-3.8000000000000007,-3.0999999999999996,9.434666666666667,0,3,0,2022
RA-280,3,13.0,2021,7.5,9.2,7.5,13.0,7.333,10.0,0,8.046,2022,3.0,1.0,0.0,-5.5,-3.8000000000000007,9.088833333333334,0,3,0,2022
RA-283,3,14.0,2020,9.6,8.8,7.5,14.0,6.625,5.0,-1,7.131,2022,3.0,2.0,1.0,-4.4,-5.199999999999999,8.5875,1,3,1,2022
RA-285,3,16.0,2020,9.2,4.1,7.5,16.0,5.75,2.5,-3,5.063,2022,3.0,2.0,1.0,-6.800000000000001,-11.9,7.508333333333333,3,3,1,2022
RA-286,3,15.0,2022,7.1,5.8,6.3,15.0,5.625,5.0,-2,5.424,2022,3.0,0.0,1.0,-7.9,-9.2,7.470833333333334,3,3,1,2022
RA-287,3,17.0,2022,7.9,3.4,5.0,17.0,4.292,2.5,-4,3.7,2022,3.0,0.0,1.0,-9.1,-13.6,6.6819999999999995,4,3,1,2022
RA-291,3,13.0,2022,8.3,8.2,6.9,13.0,7.792,10.0,0,8.122,2022,3.0,0.0,0.0,-4.699999999999999,-4.800000000000001,9.032,0,3,0,2022
RA-295,3,14.0,2022,7.9,8.0,7.5,14.0,7.375,5.0,-1,7.305,2022,3.0,0.0,1.0,-6.1,-6.0,8.295833333333333,1,3,1,2022
RA-298,3,13.0,2019,9.2,6.3,5.6,13.0,5.417,10.0,0,6.409,2022,3.0,3.0,0.0,-3.8000000000000007,-6.7,8.252833333333333,2,3,1,2022
RA-299,3,13.0,2019,7.1,8.2,5.0,13.0,6.708,10.0,0,7.278,2022,3.0,3.0,0.0,-5.9,-4.800000000000001,8.334666666666665,1,3,0,2022
RA-300,3,14.0,2022,5.4,6.9,6.3,14.0,5.875,5.0,-1,5.557,2022,3.0,0.0,1.0,-8.6,-7.1,7.245833333333334,3,3,1,2022
RA-301,3,13.0,2019,8.8,5.8,5.6,13.0,6.042,10.0,0,6.802,2022,3.0,3.0,0.0,-4.199999999999999,-7.2,8.207,2,3,0,2022
RA-302,3,16.0,2022,9.2,7.7,6.9,16.0,6.208,2.5,-3,6.334,2022,3.0,0.0,1.0,-6.800000000000001,-8.3,8.084666666666665,1,3,1,2022
RA-303,3,14.0,2019,7.5,7.2,7.5,14.0,5.375,5.0,-1,6.03,2022,3.0,3.0,1.0,-6.5,-6.8,7.7625,2,3,1,2022
RA-304,3,15.0,2020,8.8,7.7,7.5,15.0,5.542,5.0,-2,6.355,2022,3.0,2.0,1.0,-6.199999999999999,-7.3,8.257,2,3,1,2022
RA-305,3,14.0,2019,7.9,6.6,7.5,14.0,5.208,5.0,-1,6.058,2022,3.0,3.0,1.0,-6.1,-7.4,7.701333333333333,2,3,1,2022
RA-306,3,14.0,2021,8.3,6.8,7.5,14.0,5.958,5.0,-1,6.427,2022,3.0,1.0,1.0,-5.699999999999999,-7.2,7.926333333333333,2,3,1,2022
RA-307,3,14.0,2022,5.4,4.5,7.5,14.0,4.708,5.0,-1,4.733,2022,3.0,0.0,1.0,-8.6,-9.5,6.851333333333333,4,3,1,2022
RA-308,3,13.0,2019,7.9,7.4,6.9,13.0,6.167,10.0,0,6.93,2022,3.0,3.0,0.0,-5.1,-5.6,8.561166666666667,0,3,0,2022
RA-313,3,14.0,2022,7.5,7.0,5.0,14.0,5.889,5.0,-1,5.8,2022,3.0,0.0,1.0,-6.5,-7.0,7.3981666666666674,3,3,0,2022
RA-315,3,13.0,2022,6.7,5.1,7.5,13.0,5.056,10.0,0,5.672,2022,3.0,0.0,0.0,-6.3,-7.9,7.892666666666666,2,3,1,2022
RA-316,3,14.0,2022,10.0,10.0,6.9,14.0,8.389,5.0,-1,7.889,2022,3.0,0.0,1.0,-4.0,-4.0,9.048166666666667,1,3,0,2022
RA-318,3,14.0,2019,8.3,6.9,6.9,14.0,6.111,5.0,-1,6.527,2022,3.0,3.0,1.0,-5.699999999999999,-7.1,7.8685,1,3,1,2022
RA-319,3,13.0,2022,9.2,7.7,7.5,13.0,7.5,10.0,0,7.448,2022,3.0,0.0,0.0,-3.8000000000000007,-5.3,9.15,0,3,0,2022
RA-320,3,14.0,2022,8.8,10.0,6.9,14.0,8.667,5.0,-1,7.897,2022,3.0,0.0,1.0,-5.199999999999999,-4.0,8.8945,1,3,0,2022
RA-321,3,12.0,2022,9.2,9.1,5.6,12.0,8.278,10.0,0,7.792,2022,3.0,0.0,0.0,-2.8000000000000007,-2.9000000000000004,9.029666666666666,1,3,0,2022
RA-322,3,13.0,2022,7.1,8.1,5.0,13.0,6.778,10.0,0,6.859,2022,3.0,0.0,0.0,-5.9,-4.9,8.329666666666666,1,3,0,2022
RA-324,2,10.0,2022,10.0,9.3,6.9,10.0,8.611,10.0,0,8.27,2022,2.0,0.0,0.0,0.0,-0.6999999999999993,9.135166666666668,0,2,0,2022
RA-325,2,10.0,2022,9.5,6.8,7.5,10.0,8.444,10.0,0,7.619,2022,2.0,0.0,0.0,-0.5,-3.2,8.707333333333333,0,2,0,2022
RA-326,2,12.0,2022,10.0,9.7,5.0,12.0,8.944,5.0,-1,8.22,2022,2.0,0.0,1.0,-2.0,-2.3000000000000007,8.440666666666667,2,2,0,2022
RA-330,2,14.0,2018,9.5,8.8,7.5,14.0,7.056,5.0,-2,6.446,2022,2.0,4.0,1.0,-4.5,-5.199999999999999,8.642666666666665,1,2,1,2022
RA-331,2,12.0,2019,9.0,8.7,7.5,12.0,6.944,5.0,-1,6.636,2022,2.0,3.0,1.0,-3.0,-3.3000000000000007,8.190666666666667,1,2,0,2022
RA-332,2,13.0,2017,9.5,9.0,8.1,13.0,8.5,5.0,-1,7.883,2022,2.0,5.0,1.0,-3.5,-4.0,8.85,1,2,1,2022
RA-336,2,13.0,2016,9.5,8.5,4.4,13.0,7.889,5.0,-1,6.787,2022,2.0,6.0,1.0,-3.5,-4.5,8.048166666666667,2,2,1,2022
RA-338,2,12.0,2019,8.5,7.3,7.5,12.0,7.611,5.0,-1,6.837,2022,2.0,3.0,1.0,-3.5,-4.7,7.985166666666665,1,2,0,2022
RA-339,2,11.0,2019,6.9,9.9,7.5,11.0,8.889,10.0,0,8.488,2022,2.0,3.0,0.0,-4.1,-1.0999999999999996,9.0315,0,2,0,2022
RA-340,2,11.0,2017,9.0,8.2,7.5,11.0,7.667,10.0,0,7.721,2022,2.0,5.0,0.0,-2.0,-2.8000000000000007,8.8945,0,2,1,2022
RA-342,2,14.0,2021,9.0,6.7,7.5,14.0,7.5,5.0,-2,6.941,2022,2.0,1.0,1.0,-5.0,-7.3,8.283333333333333,1,2,1,2022
RA-343,2,14.0,2020,9.5,7.4,7.5,14.0,7.167,5.0,-2,6.9,2022,2.0,2.0,1.0,-4.5,-6.6,8.427833333333334,1,2,1,2022
RA-345,2,13.0,2021,9.5,5.4,5.6,13.0,6.667,5.0,-1,5.75,2022,2.0,1.0,1.0,-3.5,-7.6,7.527833333333334,3,2,1,2022
RA-346,2,10.0,2022,10.0,9.1,7.5,10.0,7.889,10.0,0,8.143,2022,2.0,0.0,0.0,0.0,-0.9000000000000004,9.0815,0,2,0,2022
RA-347,2,12.0,2019,9.0,10.0,5.6,12.0,8.0,5.0,-1,7.908,2022,2.0,3.0,1.0,-3.0,-2.0,8.266666666666667,2,2,0,2022
RA-348,2,12.0,2022,9.0,8.7,7.5,12.0,5.833,5.0,-1,5.864,2022,2.0,0.0,1.0,-3.0,-3.3000000000000007,8.0055,2,2,1,2022
RA-350,2,11.0,2022,10.0,8.8,7.5,11.0,8.611,10.0,0,8.206,2022,2.0,0.0,0.0,-1.0,-2.1999999999999993,9.3185,0,2,1,2022
RA-352,2,11.0,2019,9.0,8.1,5.6,11.0,8.389,10.0,0,7.834,2022,2.0,3.0,0.0,-2.0,-2.9000000000000004,8.6815,1,2,0,2022
RA-353,2,11.0,2022,7.0,10.0,7.5,11.0,8.444,10.0,0,8.264,2022,2.0,0.0,0.0,-4.0,-1.0,8.990666666666668,0,2,0,2022
RA-356,2,12.0,2019,10.0,8.4,5.0,12.0,8.278,5.0,-1,6.69,2022,2.0,3.0,1.0,-2.0,-3.5999999999999996,8.113,2,2,0,2022
RA-357,2,12.0,2022,8.0,9.6,7.5,12.0,7.778,5.0,-1,7.836,2022,2.0,0.0,1.0,-4.0,-2.4000000000000004,8.313,1,2,1,2022
RA-359,2,12.0,2019,9.0,7.0,7.5,12.0,7.5,5.0,-1,6.606,2022,2.0,3.0,1.0,-3.0,-5.0,8.0,1,2,0,2022
RA-360,2,12.0,2019,9.5,8.5,7.5,12.0,7.5,5.0,-1,7.075,2022,2.0,3.0,1.0,-2.5,-3.5,8.333333333333334,1,2,0,2022
RA-362,2,12.0,2018,8.5,7.9,7.5,12.0,7.5,5.0,-1,7.413,2022,2.0,4.0,1.0,-3.5,-4.1,8.066666666666666,1,2,0,2022
RA-363,2,12.0,2022,10.0,10.0,6.9,12.0,7.056,5.0,-1,6.644,2022,2.0,0.0,1.0,-2.0,-2.0,8.492666666666667,1,2,1,2022
RA-364,2,11.0,2019,9.5,10.0,7.5,11.0,8.167,10.0,0,8.75,2022,2.0,3.0,0.0,-1.5,-1.0,9.361166666666668,0,2,0,2022
RA-365,2,10.0,2022,8.0,10.0,5.0,10.0,7.833,10.0,0,8.063,2022,2.0,0.0,0.0,-2.0,0.0,8.472166666666666,1,2,0,2022
RA-367,2,12.0,2018,8.5,7.4,6.3,12.0,7.5,5.0,-1,6.95,2022,2.0,4.0,1.0,-3.5,-4.6,7.783333333333334,1,2,0,2022
RA-368,2,13.0,2018,8.0,7.9,5.0,13.0,7.5,5.0,-1,6.969,2022,2.0,4.0,1.0,-5.0,-5.1,7.733333333333333,2,2,1,2022
RA-369,2,11.0,2022,9.0,6.9,7.5,11.0,6.889,10.0,0,6.973,2022,2.0,0.0,0.0,-2.0,-4.1,8.548166666666667,0,2,1,2022
RA-373,2,11.0,2022,6.4,9.5,5.0,11.0,6.944,10.0,0,7.503,2022,2.0,0.0,0.0,-4.6,-1.5,8.140666666666666,1,2,1,2022
RA-374,2,12.0,2021,9.0,9.8,7.5,12.0,7.944,5.0,-1,7.747,2022,2.0,1.0,1.0,-3.0,-2.1999999999999993,8.540666666666667,1,2,0,2022
RA-375,2,11.0,2019,9.0,9.5,7.5,11.0,7.667,10.0,0,7.831,2022,2.0,3.0,0.0,-2.0,-1.5,9.111166666666668,0,2,1,2022
RA-376,2,12.0,2019,9.0,9.0,7.5,12.0,7.5,5.0,-1,6.957,2022,2.0,3.0,1.0,-3.0,-3.0,8.333333333333334,1,2,1,2022
RA-377,2,12.0,2021,9.0,7.7,5.6,12.0,6.833,5.0,-1,6.743,2022,2.0,1.0,1.0,-3.0,-4.3,7.688833333333332,2,2,0,2022
RA-380,2,13.0,2017,7.9,4.4,5.0,13.0,4.833,5.0,-1,4.556,2022,2.0,5.0,1.0,-5.1,-8.6,6.688833333333334,4,2,1,2022
RA-381,2,13.0,2018,9.0,8.3,6.9,13.0,6.944,5.0,-1,6.454,2022,2.0,4.0,1.0,-4.0,-4.699999999999999,8.190666666666667,1,2,1,2022
RA-382,2,14.0,2017,9.0,7.7,6.3,14.0,7.333,5.0,-2,6.777,2022,2.0,5.0,1.0,-5.0,-6.3,8.222166666666666,1,2,1,2022
RA-383,2,11.0,2019,9.0,9.6,7.5,11.0,7.778,10.0,0,8.4,2022,2.0,3.0,0.0,-2.0,-1.4000000000000004,9.146333333333333,0,2,0,2022
RA-384,2,12.0,2017,9.0,8.4,6.3,12.0,8.0,5.0,-1,7.558,2022,2.0,5.0,1.0,-3.0,-3.5999999999999996,8.116666666666667,1,2,0,2022
RA-386,2,13.0,2019,10.0,5.9,5.6,13.0,7.222,5.0,-1,6.104,2022,2.0,3.0,1.0,-3.0,-7.1,7.787,3,2,1,2022
RA-387,2,13.0,2019,7.0,8.2,7.5,13.0,6.833,5.0,-1,6.323,2022,2.0,3.0,1.0,-6.0,-4.800000000000001,7.922166666666667,1,2,1,2022
RA-388,2,14.0,2019,7.9,8.5,5.6,14.0,7.722,5.0,-2,6.654,2022,2.0,3.0,1.0,-6.1,-5.5,8.120333333333333,2,2,1,2022
RA-389,2,11.0,2019,8.0,8.9,7.5,11.0,7.556,10.0,0,7.184,2022,2.0,3.0,0.0,-3.0,-2.0999999999999996,8.825999999999999,0,2,1,2022
RA-390,2,12.0,2022,7.4,8.8,6.3,12.0,7.722,5.0,-1,6.776,2022,2.0,0.0,1.0,-4.6,-3.1999999999999993,7.870333333333334,1,2,0,2022
RA-391,2,12.0,2022,10.0,8.1,7.5,12.0,8.056,5.0,-1,7.117,2022,2.0,0.0,1.0,-2.0,-3.9000000000000004,8.442666666666666,1,2,0,2022
RA-392,2,14.0,2022,9.5,8.8,5.6,14.0,6.778,5.0,-2,6.418,2022,2.0,0.0,1.0,-4.5,-5.199999999999999,8.279666666666666,2,2,1,2022
RA-395,2,11.0,2018,9.0,8.9,7.5,11.0,8.333,10.0,0,7.683,2022,2.0,4.0,0.0,-2.0,-2.0999999999999996,9.122166666666667,0,2,0,2022
RA-397,2,14.0,2017,9.0,5.7,6.9,14.0,7.167,5.0,-2,5.852,2022,2.0,5.0,1.0,-5.0,-8.3,7.961166666666667,2,2,1,2022
RA-398,2,10.0,2022,9.0,9.3,7.5,10.0,7.5,10.0,0,7.742,2022,2.0,0.0,0.0,-1.0,-0.6999999999999993,8.883333333333333,0,2,0,2022
RA-399,2,12.0,2022,6.8,9.3,5.6,12.0,7.5,5.0,-1,6.58,2022,2.0,0.0,1.0,-5.2,-2.6999999999999993,7.7,2,2,0,2022
RA-400,2,14.0,2018,9.0,8.5,5.0,14.0,7.444,5.0,-2,6.042,2022,2.0,4.0,1.0,-5.0,-5.5,8.157333333333334,2,2,1,2022
RA-401,2,12.0,2021,6.9,9.6,7.5,12.0,6.722,5.0,-1,6.645,2022,2.0,1.0,1.0,-5.1,-2.4000000000000004,7.953666666666667,1,2,1,2022
RA-402,2,12.0,2019,9.0,3.7,5.0,12.0,7.222,5.0,-1,5.261,2022,2.0,3.0,1.0,-3.0,-8.3,6.986999999999999,3,2,0,2022
RA-403,2,12.0,2020,9.5,9.3,7.5,12.0,7.5,5.0,-1,7.455,2022,2.0,2.0,1.0,-2.5,-2.6999999999999993,8.466666666666667,1,2,1,2022
RA-404,2,12.0,2020,9.0,7.3,7.5,12.0,6.944,5.0,-1,6.658,2022,2.0,2.0,1.0,-3.0,-4.7,7.957333333333334,1,2,1,2022
RA-407,2,13.0,2022,8.5,9.3,7.5,13.0,7.056,5.0,-1,7.195,2022,2.0,0.0,1.0,-4.5,-3.6999999999999993,8.392666666666665,1,2,1,2022
RA-408,2,12.0,2022,8.0,9.7,7.5,12.0,7.333,5.0,-1,6.725,2022,2.0,0.0,1.0,-4.0,-2.3000000000000007,8.2555,1,2,1,2022
RA-409,2,11.0,2022,7.9,9.7,7.5,11.0,7.5,10.0,0,8.15,2022,2.0,0.0,0.0,-3.0999999999999996,-1.3000000000000007,8.933333333333334,0,2,1,2022
RA-410,2,14.0,2018,7.4,6.5,6.3,14.0,7.444,5.0,-2,5.675,2022,2.0,4.0,1.0,-6.6,-7.5,7.774000000000001,1,2,1,2022
RA-411,2,12.0,2019,6.4,8.6,7.5,12.0,7.833,5.0,-1,7.232,2022,2.0,3.0,1.0,-5.6,-3.4000000000000004,7.888833333333333,1,2,0,2022
RA-412,2,12.0,2018,8.5,9.0,7.5,12.0,7.778,5.0,-1,7.556,2022,2.0,4.0,1.0,-3.5,-3.0,8.296333333333333,1,2,0,2022
RA-413,2,12.0,2022,6.4,8.7,5.6,12.0,7.056,5.0,-1,6.408,2022,2.0,0.0,1.0,-5.6,-3.3000000000000007,7.459333333333333,2,2,1,2022
RA-414,2,12.0,2021,8.0,9.3,7.5,12.0,7.667,5.0,-1,7.284,2022,2.0,1.0,1.0,-4.0,-2.6999999999999993,8.2445,1,2,0,2022
RA-415,2,11.0,2019,8.0,8.3,7.5,11.0,8.056,10.0,0,7.695,2022,2.0,3.0,0.0,-3.0,-2.6999999999999993,8.809333333333333,0,2,0,2022
RA-416,2,12.0,2018,9.5,9.3,8.8,12.0,8.222,5.0,-1,7.913,2022,2.0,4.0,1.0,-2.5,-2.6999999999999993,8.803666666666667,1,2,0,2022
RA-417,2,13.0,2022,10.0,10.0,7.5,13.0,9.556,5.0,-1,8.428,2022,2.0,0.0,1.0,-3.0,-3.0,9.176,1,2,0,2022
RA-418,2,10.0,2020,8.0,9.4,7.5,10.0,8.222,10.0,0,8.175,2022,2.0,2.0,0.0,-2.0,-0.5999999999999996,8.853666666666667,0,2,0,2022
RA-419,2,12.0,2019,7.5,9.2,5.6,12.0,8.389,5.0,-1,7.359,2022,2.0,3.0,1.0,-4.5,-2.8000000000000007,7.9481666666666655,2,2,0,2022
RA-420,2,11.0,2019,9.5,9.0,5.6,11.0,8.0,10.0,0,7.461,2022,2.0,3.0,0.0,-1.5,-2.0,8.85,1,2,0,2022
RA-421,2,11.0,2021,8.5,9.3,7.5,11.0,9.111,10.0,0,8.717,2022,2.0,1.0,0.0,-2.5,-1.6999999999999993,9.235166666666666,0,2,0,2022
RA-422,2,12.0,2022,8.5,10.0,7.5,12.0,7.5,5.0,-1,6.746,2022,2.0,0.0,1.0,-3.5,-2.0,8.416666666666666,1,2,1,2022
RA-423,2,12.0,2022,8.4,9.6,7.5,12.0,7.667,5.0,-1,6.647,2022,2.0,0.0,1.0,-3.5999999999999996,-2.4000000000000004,8.361166666666668,1,2,1,2022
RA-424,2,12.0,2022,9.0,10.0,7.5,12.0,8.222,5.0,-1,7.94,2022,2.0,0.0,1.0,-3.0,-2.0,8.620333333333333,1,2,0,2022
RA-425,2,12.0,2022,9.0,10.0,7.5,12.0,7.5,5.0,-1,8.117,2022,2.0,0.0,1.0,-3.0,-2.0,8.5,1,2,0,2022
RA-426,2,14.0,2022,9.0,6.5,7.5,14.0,7.111,5.0,-2,6.35,2022,2.0,0.0,1.0,-5.0,-7.5,8.185166666666666,1,2,1,2022
RA-428,2,13.0,2022,6.8,8.7,7.5,13.0,7.111,5.0,-1,7.683,2022,2.0,0.0,1.0,-6.2,-4.300000000000001,8.0185,1,2,0,2022
RA-430,2,13.0,2022,9.5,8.6,7.5,13.0,6.611,5.0,-1,7.585,2022,2.0,0.0,1.0,-3.5,-4.4,8.3685,1,2,1,2022
RA-432,2,14.0,2019,10.0,6.8,5.0,14.0,6.611,5.0,-2,6.34,2022,2.0,3.0,1.0,-4.0,-7.2,7.901833333333332,2,2,1,2022
RA-433,2,12.0,2022,8.5,7.3,5.0,12.0,5.778,5.0,-1,5.557,2022,2.0,0.0,1.0,-3.5,-4.7,7.262999999999999,3,2,1,2022
RA-434,2,11.0,2022,9.0,8.1,7.5,11.0,6.778,10.0,0,7.403,2022,2.0,0.0,0.0,-2.0,-2.9000000000000004,8.729666666666667,0,2,1,2022
RA-436,2,11.0,2022,9.5,8.1,7.5,11.0,6.611,10.0,0,6.687,2022,2.0,0.0,0.0,-1.5,-2.9000000000000004,8.785166666666667,0,2,1,2022
RA-437,2,13.0,2022,8.5,8.3,7.5,13.0,6.611,5.0,-1,6.875,2022,2.0,0.0,1.0,-4.5,-4.699999999999999,8.151833333333332,1,2,1,2022
RA-438,2,10.0,2022,8.0,8.7,7.5,10.0,6.889,10.0,0,7.764,2022,2.0,0.0,0.0,-2.0,-1.3000000000000007,8.514833333333334,0,2,0,2022
RA-440,2,11.0,2022,9.5,9.0,6.9,11.0,5.833,10.0,0,7.329,2022,2.0,0.0,0.0,-1.5,-2.0,8.705499999999999,1,2,0,2022
RA-442,2,11.0,2022,10.0,8.2,7.5,11.0,8.222,10.0,0,8.226,2022,2.0,0.0,0.0,-1.0,-2.8000000000000007,9.153666666666668,0,2,0,2022
RA-443,2,13.0,2019,9.0,9.1,7.5,13.0,8.5,5.0,-1,7.482,2022,2.0,3.0,1.0,-4.0,-3.9000000000000004,8.683333333333334,1,2,1,2022
RA-444,2,11.0,2018,9.0,7.2,5.0,11.0,7.778,10.0,0,6.665,2022,2.0,4.0,0.0,-2.0,-3.8,8.329666666666666,1,2,0,2022
RA-445,2,12.0,2022,9.0,9.4,7.5,12.0,7.5,5.0,-1,6.924,2022,2.0,0.0,1.0,-3.0,-2.5999999999999996,8.4,1,2,1,2022
RA-449,2,12.0,2022,0.0,6.0,7.5,12.0,8.111,5.0,-1,6.143,2022,2.0,0.0,1.0,-12.0,-6.0,6.435166666666667,2,2,0,2022
RA-450,2,13.0,2021,10.0,9.1,7.5,13.0,8.111,5.0,-1,7.843,2022,2.0,1.0,1.0,-3.0,-3.9000000000000004,8.785166666666667,1,2,1,2022
RA-451,2,13.0,2019,9.0,6.0,6.3,13.0,6.889,5.0,-1,6.434,2022,2.0,3.0,1.0,-4.0,-7.0,7.698166666666666,1,2,1,2022
RA-454,2,14.0,2018,9.5,8.6,5.0,14.0,5.444,5.0,-2,5.561,2022,2.0,4.0,1.0,-4.5,-5.4,7.924,3,2,1,2022
RA-456,2,12.0,2022,6.4,8.2,6.3,12.0,8.389,5.0,-1,7.193,2022,2.0,0.0,1.0,-5.6,-3.8000000000000007,7.714833333333334,1,2,1,2022
RA-457,2,12.0,2022,8.0,8.8,7.5,12.0,7.667,5.0,-1,7.68,2022,2.0,0.0,1.0,-4.0,-3.1999999999999993,8.161166666666666,1,2,0,2022
RA-458,2,13.0,2019,8.0,7.7,7.5,13.0,5.833,5.0,-1,6.512,2022,2.0,3.0,1.0,-5.0,-5.3,7.8388333333333335,2,2,1,2022
RA-459,2,12.0,2019,7.0,9.1,8.1,12.0,7.222,5.0,-1,7.28,2022,2.0,3.0,1.0,-5.0,-2.9000000000000004,8.070333333333334,1,2,0,2022
RA-461,2,12.0,2018,0.0,6.7,7.5,12.0,7.222,5.0,-1,5.451,2022,2.0,4.0,1.0,-12.0,-5.3,6.403666666666666,2,2,1,2022
RA-462,2,14.0,2022,10.0,8.5,7.5,14.0,6.778,5.0,-2,6.626,2022,2.0,0.0,1.0,-4.0,-5.5,8.629666666666667,1,2,1,2022
RA-463,2,12.0,2020,10.0,7.8,7.5,12.0,7.389,5.0,-1,6.41,2022,2.0,2.0,1.0,-2.0,-4.2,8.2815,1,2,0,2022
RA-464,2,13.0,2022,7.5,8.0,7.5,13.0,7.722,5.0,-1,6.745,2022,2.0,0.0,1.0,-5.5,-5.0,8.120333333333333,1,2,1,2022
RA-465,2,11.0,2019,8.0,7.9,7.5,11.0,8.444,10.0,0,8.012,2022,2.0,3.0,0.0,-3.0,-3.0999999999999996,8.807333333333334,0,2,0,2022
RA-466,2,13.0,2022,8.5,9.7,7.5,13.0,7.556,5.0,-1,6.826,2022,2.0,0.0,1.0,-4.5,-3.3000000000000007,8.542666666666667,1,2,1,2022
RA-467,2,13.0,2022,5.8,8.4,5.0,13.0,7.111,5.0,-1,6.38,2022,2.0,0.0,1.0,-7.2,-4.6,7.385166666666667,3,2,1,2022
RA-468,2,13.0,2022,9.5,6.7,7.5,13.0,6.722,5.0,-1,6.313,2022,2.0,0.0,1.0,-3.5,-6.3,8.070333333333334,1,2,1,2022
RA-469,2,11.0,2022,9.0,9.6,5.0,11.0,7.833,10.0,0,7.624,2022,2.0,0.0,0.0,-2.0,-1.4000000000000004,8.738833333333334,1,2,1,2022
RA-470,2,13.0,2019,8.0,9.7,7.5,13.0,7.5,5.0,-1,7.378,2022,2.0,3.0,1.0,-5.0,-3.3000000000000007,8.450000000000001,1,2,1,2022
RA-471,2,13.0,2020,3.5,8.5,5.0,13.0,8.056,5.0,-1,6.535,2022,2.0,2.0,1.0,-9.5,-4.5,7.175999999999999,3,2,0,2022
RA-472,2,12.0,2022,9.0,7.0,7.5,12.0,7.056,5.0,-1,5.93,2022,2.0,0.0,1.0,-3.0,-5.0,7.925999999999999,1,2,1,2022
RA-474,2,13.0,2019,9.5,9.1,7.5,13.0,6.0,5.0,-1,6.446,2022,2.0,3.0,1.0,-3.5,-3.9000000000000004,8.35,1,2,1,2022
RA-476,2,12.0,2019,9.0,9.3,4.4,12.0,7.556,5.0,-1,6.931,2022,2.0,3.0,1.0,-3.0,-2.6999999999999993,7.876,2,2,0,2022
RA-478,2,12.0,2019,8.5,9.1,5.6,12.0,7.056,5.0,-1,6.709,2022,2.0,3.0,1.0,-3.5,-2.9000000000000004,7.876,2,2,0,2022
RA-479,1,10.0,2020,8.0,9.2,7.5,10.0,9.5,5.0,-1,8.465,2022,1.0,2.0,1.0,-2.0,-0.8000000000000007,8.200000000000001,1,1,0,2022
RA-480,1,10.0,2021,9.0,8.8,7.5,10.0,8.444,5.0,-1,7.502,2022,1.0,1.0,1.0,-1.0,-1.1999999999999993,8.124,1,1,1,2022
